FilePath,Severity,Control name,Failed resources,All Resources,Compliance score
/tmp/tmp2qu5e9dy,Medium,CIS-5.7.2 Ensure that the seccomp profile is set to docker/default in your pod definitions,330,385,14.285715
/kadalu/ServiceAccount/kadalu-operator/path=3021208049/api=rbac.authorization.k8s.io/v1//ClusterRole/kadalu-operator/path=3262463068/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/kadalu-operator,Medium,Access container service account,649,650,0.15384616
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.1 Ensure that the cluster has at least one active policy control mechanism in place,30,31,3.2258062
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.10 Minimize the admission of containers with capabilities assigned,31,33,6.060606
/tmp/tmp2qu5e9dy,Medium,CIS-5.3.2 Ensure that all Namespaces have Network Policies defined,31,31,100.0
/tmp/tmp2qu5e9dy,Medium,Cluster internal networking,31,31,100.0
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.6 Minimize the admission of containers with allowPrivilegeEscalation,31,33,6.060606
/tmp/tmp2qu5e9dy,High,CIS-5.2.11 Minimize the admission of Windows HostProcess Containers,31,33,6.060606
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.9 Minimize the admission of containers with added capabilities,31,33,6.060606
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.7 Minimize the admission of root containers,31,33,6.060606
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.13 Minimize the admission of containers which use HostPorts,31,33,6.060606
/tmp/tmp2qu5e9dy,High,CIS-5.2.2 Minimize the admission of privileged containers,31,33,6.060606
/tmp/tmp2qu5e9dy,Low,Network mapping,31,31,100.0
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.8 Minimize the admission of containers with the NET\_RAW capability,31,33,6.060606
/tmp/tmp2qu5e9dy,Medium,CIS-5.2.12 Minimize the admission of HostPath volumes,31,33,6.060606
/tmp/tmp2qu5e9dy,Low,Configured readiness probe,294,385,23.636364
/tmp/tmp2qu5e9dy,Medium,Ingress and Egress blocked,338,422,19.905214
/tmp/tmp2qu5e9dy,Medium,Configured liveness probe,299,385,22.337662
/tmp/tmp2qu5e9dy,Medium,Linux hardening,305,385,20.77922
/tmp/tmp2qu5e9dy,Low,Ensure CPU requests are set,293,385,23.896105
/tmp/tmp2qu5e9dy,Medium,Non-root containers,379,385,1.5584415
/tmp/tmp2qu5e9dy,High,Ensure CPU limits are set,313,385,18.701298
/tmp/tmp2qu5e9dy,High,CIS-5.7.3 Apply Security Context to Your Pods and Containers,380,386,1.5544041
/tmp/tmp2qu5e9dy,Medium,Allow privilege escalation,283,386,26.683939
/tmp/tmp2qu5e9dy,Low,Label usage for resources,265,385,31.16883
/tmp/tmp2qu5e9dy,Medium,"Firewall (CC6.1,CC6.6,CC7.2)",338,589,42.6146
/tmp/tmp2qu5e9dy,Low,Immutable container filesystem,304,385,21.038961
/tmp/tmp2qu5e9dy,Low,Ensure memory requests are set,301,385,21.818182
/tmp/tmp2qu5e9dy,Low,K8s common labels usage,293,385,23.896105
/tmp/tmp2qu5e9dy,High,Ensure memory limits are set,312,385,18.961039
/tmp/tmp2qu5e9dy,Medium,CIS-5.7.2 Ensure that the seccomp profile is set to docker/default in your pod definitions,330,385,14.285715
/system/ServiceAccount/controller-manager/path=3875375983/api=rbac.authorization.k8s.io/v1//RoleBinding/leader-election-rolebinding/path=662465628/api=rbac.authorization.k8s.io/v1//Role/leader-election-role,Medium,Access container service account,649,650,0.15384616
/system/ServiceAccount/controller-manager/path=3875375983/api=rbac.authorization.k8s.io/v1//RoleBinding/leader-election-rolebinding/path=662465628/api=rbac.authorization.k8s.io/v1//Role/leader-election-role,Medium,CoreDNS poisoning,220,862,74.47796
//ServiceAccount/argo-chaos/path=2385209154/api=rbac.authorization.k8s.io/v1//RoleBinding/chaos-role-binding/path=2401986773/api=rbac.authorization.k8s.io/v1//Role/chaos-role,Medium,Access container service account,649,650,0.15384616
//ServiceAccount/argo-chaos/path=2385209154/api=rbac.authorization.k8s.io/v1//RoleBinding/chaos-role-binding/path=2401986773/api=rbac.authorization.k8s.io/v1//Role/chaos-role,Medium,CIS-5.1.4 Minimize access to create pods,97,862,88.7471
//ServiceAccount/argo-chaos/path=2385209154/api=rbac.authorization.k8s.io/v1//RoleBinding/chaos-role-binding/path=2401986773/api=rbac.authorization.k8s.io/v1//Role/chaos-role,Medium,Roles with delete capabilities,176,862,79.58237
//ServiceAccount/argo-chaos/path=2385209154/api=rbac.authorization.k8s.io/v1//RoleBinding/chaos-role-binding/path=2401986773/api=rbac.authorization.k8s.io/v1//Role/chaos-role,Medium,"Cryptographic key management - minimize access to secrets (CC6.1,CC6.6,CC6.7)",195,862,77.37819
//ServiceAccount/argo-chaos/path=2385209154/api=rbac.authorization.k8s.io/v1//RoleBinding/chaos-role-binding/path=2401986773/api=rbac.authorization.k8s.io/v1//Role/chaos-role,Medium,CoreDNS poisoning,220,862,74.47796
//ServiceAccount/argo-chaos/path=2385209154/api=rbac.authorization.k8s.io/v1//RoleBinding/chaos-role-binding/path=2401986773/api=rbac.authorization.k8s.io/v1//Role/chaos-role,High,List Kubernetes secrets,195,862,77.37819
/kadalu/ServiceAccount/kadalu-csi-provisioner/path=2048961849/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/kadalu-csi-external-attacher/path=4119329856/api=rbac.authorization.k8s.io/v1//ClusterRole/kadalu-csi-external-attacher,Medium,Access container service account,649,650,0.15384616
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,CIS-5.1.9 Minimize access to create persistent volumes,68,862,92.11137
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,Access container service account,649,650,0.15384616
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,CIS-5.1.4 Minimize access to create pods,97,862,88.7471
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,Roles with delete capabilities,176,862,79.58237
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,CIS-5.1.13 Minimize access to the service account token creation,39,862,95.47564
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,Delete Kubernetes events,56,862,93.50348
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,"Cryptographic key management - minimize access to secrets (CC6.1,CC6.6,CC6.7)",195,862,77.37819
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,Prevent containers from allowing command execution,58,862,93.27146
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,CoreDNS poisoning,220,862,74.47796
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,High,List Kubernetes secrets,195,862,77.37819
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,Portforwarding privileges,30,862,96.51972
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,"CIS-5.1.8 Limit use of the Bind, Impersonate and Escalate permissions in the Kubernetes cluster",30,862,96.51972
/system/ServiceAccount/default/path=3186283350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/manager-rolebinding/path=736734862/api=rbac.authorization.k8s.io/v1//ClusterRole/manager-role,Medium,CIS-5.1.10 Minimize access to the proxy sub-resource of nodes,57,862,93.387474
/tmp/tmp2qu5e9dy,Low,Configured readiness probe,294,385,23.636364
/tmp/tmp2qu5e9dy,Medium,Ingress and Egress blocked,338,422,19.905214
/tmp/tmp2qu5e9dy,Medium,Configured liveness probe,299,385,22.337662
/tmp/tmp2qu5e9dy,Medium,Linux hardening,305,385,20.77922
/tmp/tmp2qu5e9dy,Low,Ensure CPU requests are set,293,385,23.896105
/tmp/tmp2qu5e9dy,Medium,Non-root containers,379,385,1.5584415
/tmp/tmp2qu5e9dy,High,Ensure CPU limits are set,313,385,18.701298
/tmp/tmp2qu5e9dy,High,CIS-5.7.3 Apply Security Context to Your Pods and Containers,380,386,1.5544041
/tmp/tmp2qu5e9dy,Medium,Allow privilege escalation,283,386,26.683939
/tmp/tmp2qu5e9dy,Low,Label usage for resources,265,385,31.16883
/tmp/tmp2qu5e9dy,Medium,"Firewall (CC6.1,CC6.6,CC7.2)",338,589,42.6146
/tmp/tmp2qu5e9dy,Low,Immutable container filesystem,304,385,21.038961
/tmp/tmp2qu5e9dy,Low,Ensure memory requests are set,301,385,21.818182
/tmp/tmp2qu5e9dy,Low,K8s common labels usage,293,385,23.896105
/tmp/tmp2qu5e9dy,High,Ensure memory limits are set,312,385,18.961039
/tmp/tmp2qu5e9dy,Medium,CIS-5.7.2 Ensure that the seccomp profile is set to docker/default in your pod definitions,330,385,14.285715
/tmp/tmp2qu5e9dy,High,Check if signature exists,304,385,21.038961
/tmp/tmp2qu5e9dy,Low,Configured readiness probe,294,385,23.636364
/tmp/tmp2qu5e9dy,Medium,Ingress and Egress blocked,338,422,19.905214
/tmp/tmp2qu5e9dy,Medium,Configured liveness probe,299,385,22.337662
/tmp/tmp2qu5e9dy,Medium,Linux hardening,305,385,20.77922
/tmp/tmp2qu5e9dy,Low,Ensure CPU requests are set,293,385,23.896105
/tmp/tmp2qu5e9dy,Medium,Non-root containers,379,385,1.5584415
/tmp/tmp2qu5e9dy,High,Ensure CPU limits are set,313,385,18.701298
/tmp/tmp2qu5e9dy,High,CIS-5.7.3 Apply Security Context to Your Pods and Containers,380,386,1.5544041
/tmp/tmp2qu5e9dy,Medium,Allow privilege escalation,283,386,26.683939
/tmp/tmp2qu5e9dy,Low,Label usage for resources,265,385,31.16883
/tmp/tmp2qu5e9dy,Medium,"Firewall (CC6.1,CC6.6,CC7.2)",338,589,42.6146
/tmp/tmp2qu5e9dy,Low,Immutable container filesystem,304,385,21.038961
/tmp/tmp2qu5e9dy,Low,Ensure memory requests are set,301,385,21.818182
/tmp/tmp2qu5e9dy,Low,K8s common labels usage,293,385,23.896105
/tmp/tmp2qu5e9dy,High,Ensure memory limits are set,312,385,18.961039
/tmp/tmp2qu5e9dy,Medium,CIS-5.7.2 Ensure that the seccomp profile is set to docker/default in your pod definitions,330,385,14.285715
/tmp/tmp2qu5e9dy,High,Check if signature exists,304,385,21.038961
/tmp/tmp2qu5e9dy,Low,Configured readiness probe,294,385,23.636364
/tmp/tmp2qu5e9dy,High,"Cryptographic key management - misplaced secrets (CC6.1,CC6.6,CC6.7)",44,552,92.028984
/tmp/tmp2qu5e9dy,Medium,Ingress and Egress blocked,338,422,19.905214
/tmp/tmp2qu5e9dy,Medium,Configured liveness probe,299,385,22.337662
/tmp/tmp2qu5e9dy,Medium,Linux hardening,305,385,20.77922
/tmp/tmp2qu5e9dy,Low,Image pull policy on latest tag,30,385,92.20779
/tmp/tmp2qu5e9dy,Medium,Non-root containers,379,385,1.5584415
/tmp/tmp2qu5e9dy,High,CIS-5.7.3 Apply Security Context to Your Pods and Containers,380,386,1.5544041
/tmp/tmp2qu5e9dy,Medium,Allow privilege escalation,283,386,26.683939
/tmp/tmp2qu5e9dy,Low,Label usage for resources,265,385,31.16883
/tmp/tmp2qu5e9dy,Medium,"Firewall (CC6.1,CC6.6,CC7.2)",338,589,42.6146
/tmp/tmp2qu5e9dy,Low,Immutable container filesystem,304,385,21.038961
/tmp/tmp2qu5e9dy,Low,Pods in default namespace,189,385,50.90909
/tmp/tmp2qu5e9dy,Low,K8s common labels usage,293,385,23.896105
/tmp/tmp2qu5e9dy,Medium,CIS-5.7.2 Ensure that the seccomp profile is set to docker/default in your pod definitions,330,385,14.285715
/tmp/tmp2qu5e9dy,High,Check if signature exists,304,385,21.038961
/spire/ServiceAccount/spire-server/path=1048196752/api=rbac.authorization.k8s.io/v1/spire/Role/spire-server-role/path=1064974371/api=rbac.authorization.k8s.io/v1/spire/RoleBinding/spire-server-role-binding,Medium,Access container service account,649,650,0.15384616
/tmp/tmp2qu5e9dy,Low,Configured readiness probe,294,385,23.636364
/tmp/tmp2qu5e9dy,Medium,Ingress and Egress blocked,338,422,19.905214
/tmp/tmp2qu5e9dy,Medium,Configured liveness probe,299,385,22.337662
/tmp/tmp2qu5e9dy,Low,Ensure CPU requests are set,293,385,23.896105
/tmp/tmp2qu5e9dy,Medium,Non-root containers,379,385,1.5584415
/tmp/tmp2qu5e9dy,High,Ensure CPU limits are set,313,385,18.701298
/tmp/tmp2qu5e9dy,High,CIS-5.7.3 Apply Security Context to Your Pods and Containers,380,386,1.5544041
/tmp/tmp2qu5e9dy,Medium,Allow privilege escalation,283,386,26.683939
/tmp/tmp2qu5e9dy,Medium,"Firewall (CC6.1,CC6.6,CC7.2)",338,589,42.6146
/tmp/tmp2qu5e9dy,Low,Ensure memory requests are set,301,385,21.818182
/tmp/tmp2qu5e9dy,Low,K8s common labels usage,293,385,23.896105
/tmp/tmp2qu5e9dy,High,Ensure memory limits are set,312,385,18.961039
/tmp/tmp2qu5e9dy,Medium,CIS-5.7.2 Ensure that the seccomp profile is set to docker/default in your pod definitions,330,385,14.285715
/tmp/tmp2qu5e9dy,High,Check if signature exists,304,385,21.038961
/monitoring/ServiceAccount/prometheus-k8s/path=2335400003/api=rbac.authorization.k8s.io/v1//ClusterRole/prometheus-k8s/path=4050765492/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/prometheus-k8s,Medium,Access container service account,649,650,0.15384616
/monitoring-system/ServiceAccount/monitoring-system/path=1820718267/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/proxy-rolebinding/path=2634798239/api=rbac.authorization.k8s.io/v1//ClusterRole/proxy-role,Medium,Access container service account,649,650,0.15384616
/kube-system/ServiceAccount/secrets-store-csi-driver/path=242731935/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/secretproviderrotation-rolebinding/path=3786060670/api=rbac.authorization.k8s.io/v1//ClusterRole/secretproviderrotation-role,Medium,Access container service account,649,650,0.15384616
/kube-system/ServiceAccount/secrets-store-csi-driver/path=242731935/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/secretproviderrotation-rolebinding/path=3786060670/api=rbac.authorization.k8s.io/v1//ClusterRole/secretproviderrotation-role,Medium,"Cryptographic key management - minimize access to secrets (CC6.1,CC6.6,CC6.7)",195,862,77.37819
/kube-system/ServiceAccount/secrets-store-csi-driver/path=242731935/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/secretproviderrotation-rolebinding/path=3786060670/api=rbac.authorization.k8s.io/v1//ClusterRole/secretproviderrotation-role,High,List Kubernetes secrets,195,862,77.37819
/kadalu/ServiceAccount/kadalu-operator/path=1746261937/api=rbac.authorization.k8s.io/v1//ClusterRole/kadalu-operator/path=2032184230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/kadalu-operator,Medium,Access container service account,649,650,0.15384616
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,Medium,Access container service account,649,650,0.15384616
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,Medium,CIS-5.1.12 Minimize access to webhook configuration objects,45,862,94.77958
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,Medium,Roles with delete capabilities,176,862,79.58237
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,Medium,Delete Kubernetes events,56,862,93.50348
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,Medium,"Cryptographic key management - minimize access to secrets (CC6.1,CC6.6,CC6.7)",195,862,77.37819
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,Medium,CoreDNS poisoning,220,862,74.47796
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,High,List Kubernetes secrets,195,862,77.37819
/argocd/ServiceAccount/argocd-server/path=1569731230/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-server/path=2470062179/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-server,Medium,CIS-5.1.10 Minimize access to the proxy sub-resource of nodes,57,862,93.387474
/system/ServiceAccount/default/path=3456977125/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/proxy-rolebinding/path=3490051127/api=rbac.authorization.k8s.io/v1//ClusterRole/proxy-role,Medium,Access container service account,649,650,0.15384616
/tmp/tmp2qu5e9dy,Medium,Automatic mapping of service account,142,609,76.68308
/tmp/tmp2qu5e9dy,Medium,CIS-5.1.6 Ensure that Service Account Tokens are only mounted where necessary,142,609,76.68308
/tmp/tmp2qu5e9dy,Medium,Automatic mapping of service account,142,609,76.68308
/tmp/tmp2qu5e9dy,Medium,CIS-5.1.6 Ensure that Service Account Tokens are only mounted where necessary,142,609,76.68308
/monitoring-system/ServiceAccount/monitoring-system/path=1820718267/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/proxy-rolebinding/path=3490051127/api=rbac.authorization.k8s.io/v1//ClusterRole/proxy-role,Medium,Access container service account,649,650,0.15384616
//ServiceAccount/argo-chaos/path=2905992350/api=rbac.authorization.k8s.io/v1//ClusterRole/chaos-cluster-role/path=2922769969/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/chaos-cluster-role-binding,Medium,Access container service account,649,650,0.15384616
//ServiceAccount/argo-chaos/path=2905992350/api=rbac.authorization.k8s.io/v1//ClusterRole/chaos-cluster-role/path=2922769969/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/chaos-cluster-role-binding,Medium,CIS-5.1.4 Minimize access to create pods,97,862,88.7471
//ServiceAccount/argo-chaos/path=2905992350/api=rbac.authorization.k8s.io/v1//ClusterRole/chaos-cluster-role/path=2922769969/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/chaos-cluster-role-binding,Medium,Roles with delete capabilities,176,862,79.58237
//ServiceAccount/argo-chaos/path=2905992350/api=rbac.authorization.k8s.io/v1//ClusterRole/chaos-cluster-role/path=2922769969/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/chaos-cluster-role-binding,Medium,"Cryptographic key management - minimize access to secrets (CC6.1,CC6.6,CC6.7)",195,862,77.37819
